"Original Search Term","Is identified","Original Product Cost ($USD)","Shipping From","AID","Product Title","Description","UPCs","EANs","ASIN","Parent ASIN","Recommended","Recommended in Amazon US","Recommended in eBay US","Recommended in Walmart US","Is identified in Amazon US","Identification type Amazon US","Amazon US ASIN","Shipping to US by:","Shipping cost to US","Amazon US Total Sales (CAD)","Amazon US Estimated Unit Sales Per Month","Amazon US Price (CAD)","Amazon US Buy Box Price (CAD)","Amazon US Seller Offer : Id","Amazon US Seller Offer : Name","Amazon US Seller Offer : Price","Amazon US Seller Offer : Is Prime Eligible","Amazon US Seller Offer : Is Buy Box Winner","Offered by Amazon US","Amazon US is FBA","Amazon US Listing URL","Amazon US Demand","Amazon US % Profit","Amazon US Local Category Name","Amazon US Local Amazon Rank","Amazon US Local Sub Category Name","Amazon US Local Sub Category Rank","Amazon US Offerings","Amazon US % Profit","Amazon US Profit (CAD)","Amazon US Market fee (CAD)","Amazon US FBA fee (CAD)","Amazon US Tax (CAD)","Amazon US Insights","Is identified in eBay US","Identification type eBay US","eBay US eBay Item ID","Shipping to US by:","Shipping cost to US","eBay US Total Sales (CAD)","eBay US Estimated Unit Sales Per Month","eBay US Price (CAD)","eBay US Seller Offer : Id","eBay US Listing URL","eBay US Demand","eBay US % Profit","eBay US % Profit","eBay US Profit (CAD)","eBay US Market fee (CAD)","eBay US PayPal fee (CAD)","eBay US Tax (CAD)","eBay US Insights","Is identified in Walmart US","Identification type Walmart US","Walmart US Walmart Item ID","Shipping to US by:","Shipping cost to US","Walmart US Total Sales (CAD)","Walmart US Estimated Unit Sales Per Month","Walmart US Price (CAD)","Walmart US Seller Offer : Name","Walmart US Seller Offer : Price","Walmart US Listing URL","Walmart US Demand","Walmart US % Profit","Walmart US % Profit","Walmart US Profit (CAD)","Walmart US Market fee (CAD)","Walmart US Tax (CAD)","Walmart US Insights","Brand Name","Model","Color","Width (inch)","Height (inch)","Length (inch)","Weight (pound)","Package Width (inch)","Package Height (inch)","Package Length (inch)","Package Weight (pound)","Package Origin","Size","Enhanced Data: Part Number","Enhanced Data: Release Date","Enhanced Data: Actors","Enhanced Data: Artists","Enhanced Data: Aspect Ratio","Enhanced Data: Audience Rating","Enhanced Data: Bluray Region","Enhanced Data: Contributors","Enhanced Data: Directors","Enhanced Data: Display Size","Enhanced Data: Edition","Enhanced Data: Esrb Age Rating","Enhanced Data: Formats","Enhanced Data: Genre","Enhanced Data: Hardware Platform","Enhanced Data: Is Adult Product","Enhanced Data: Is Autographed","Enhanced Data: Is Memorabilia","Enhanced Data: Label","Enhanced Data: Content Languages","Enhanced Data: Manufacturer Maximum Age","Enhanced Data: Manufacturer Minimum Age","Enhanced Data: Material Types","Enhanced Data: Number Of Discs","Enhanced Data: Number Of Items","Enhanced Data: Number Of Pages","Enhanced Data: Operating Systems","Enhanced Data: Pegi Rating","Enhanced Data: Platforms","Enhanced Data: Publication Date","Enhanced Data: Publisher","Enhanced Data: Running Time","Enhanced Data: Scent","Enhanced Data: Studio","Enhanced Data: Theatrical Release Date","Image URL"
"887961665321","true","1.0","US","AID57JK71001","Barbie Doll and Vehicle",,"[887961665321]","[0887961665321;5057373772237]","B07BJSF9QL",,"false","false","false",,"true","ID","B07BJSF9QL","USPS","9.39","1183.3","5","304.04",,"AR913EZJR6MLO","the_book_community","304.04","false","false","No","false","https://www.amazon.com/dp/B07BJSF9QL?th=1&psc=1","LOW","81.0","Toy","132725","Cars","25","1","81.0","245.37","45.61","17.70","0.00",,"true","keywords","143854158105","USPS","9.39","0.0","0","206.64",,"https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=143854158105","LOW","82.0","82.0","168.60","18.60","6.37","0.00","Listing identified using keywords ; Listing price includes shipping","false",,,,,,,,,,,,,,,,,,"Barbie","FVR07","Multicolor","3.94","13.39","4.72","2.00","10.16","9.09","17.76","3.33","OFFICIAL","One Size","FVR07","2021-07-22","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","false","Data could not be retrieved","Data could not be retrieved","Mattel","[{""languageName"":""multilingual"",""type"":""Published""},{""languageName"":""spanish"",""type"":""Original Language""},{""languageName"":""multilingual"",""type"":""Unknown""}]","Data could not be retrieved","{""value"":36.0,""unitType"":""months""}","[""Polyester""]","Data could not be retrieved","1","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Mattel","Data could not be retrieved","Data could not be retrieved","Mattel","Data could not be retrieved","https://m.media-amazon.com/images/I/41vGjVti34L._SL500_.jpg"
"191329100769","true","1.0","US","AIDJMSZ95001","Ma [DVD]","Ma [DVD]","[191329100769]","[0191329100769]","B07SJHV8Q3",,"false","false","false",,"true","ID","B07SJHV8Q3","USPS","3.37",,,"21.18","21.18","A1KU89PPLCJY5O","e-moveo","21.18","false","true","No","false","https://www.amazon.com/dp/B07SJHV8Q3","UNAVAILABLE","60.0","Movies",,,,"1","60.0","12.68","3.17","3.94","0.00",,"true","keywords","185410820083","USPS","3.37","0.0","0","17.97",,"https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=185410820083","UNAVAILABLE","56.0","56.0","10.12","1.62","0.91","0.00","Listing identified using keywords","false",,,,,,,,,,,,,,,,,,"‎ Universal Pictures Home Entertainment",,,,,,,"5.4","0.7","7.5","0.18","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","2.39:1","Data could not be retrieved","region_a","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","[{""languageName"":""french"",""type"":""Subtitled""},{""languageName"":""english"",""type"":""Original Language""},{""languageName"":""french"",""type"":""Original Language""}]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","2019-05-31","https://m.media-amazon.com/images/I/51NOjJ6nr4L.jpg"
"65935142089","true","1.0","US","Could not identify the product from a valid resource","Lord of the Rings : Fellowship of the Ring (DVD, 2002, 2-Disc, Widescreen) NEW","                   🍁Canadian               2-Disc DVD           💿Edition (2002)              The LORD of the RINGS           the Fellowship              of the Ring🌋                  a🎬film by                PETER JACKSON            * first in the TRILOGY               English 5.1 & French 2.0 Dolby                           Digital audio.                   (English SDH sub-titles)        2002 - 178 min. - 2.35:1 - Widescreen                    COLOR - NTSC Region 1                    Rated 14A - ALLIANCE             📽️                BRAND NEW              FACTORY SEALED !         **See case back photo for more information.       *Actual photos (not stock or eBay catalog photo)             See other items       Be sure to add me to your favourites list!        __________ § ___________            We do not offer ""combined S&H"" discounts.         Each listing ships separately to meet Canada Post's          ""O/S letter-mail"" or ""US/INT. Small-packet AIR""                             dimensional standard                 that insures quick & inexpensive delivery.","[65935142089;065935142089]",,,,"false",,"false",,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","ID","363841980455",,,"1313.87","281","5.99","cardogsink","https://www.ebay.com/itm/Lord-Rings-Fellowship-Ring-DVD-2002-2-Disc-Widescreen-NEW-/363841980455","UNAVAILABLE","74.0","74.0","4.43","0.00","0.57","0.00",,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","https://i.ebayimg.com/00/s/ODgxWDYyMA==/z/wSMAAOSwa0Nc-JM~/$_57.JPG?set_id=8800005007"
"824464101864","false","1.0","US","Could not identify the product from a valid resource",,,,,,,"false",,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"778854197992","true","1.0","US","AIDUAQV02001","Portlandia Season 3",,"[778854197992]","[0778854197992]","B00C2U6I3Y",,"true","true","true","true","true","ID","B00C2U6I3Y","USPS","3.37","310.35","15","26.58","26.58","A3PA1HJABRKKDJ","Green Orbit","19.53","false","true","Data not available","false","https://www.amazon.com/dp/B00C2U6I3Y","MEDIUM","42.0","Dvd","38346","Dvd","38346","3","42.0","11.27","9.98","3.94","0.00","Listing price includes shipping","true","keywords","393221533830","USPS","3.37","0.0","0","22.48",,"https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=393221533830","MEDIUM","63.0","63.0","14.09","2.02","1.04","0.00","Cross channel competition ; Listing identified using keywords","true","ID","24458327","USPS","3.37","50.46","2","25.63",,,"https://www.walmart.com/ip/24458327","MEDIUM","64.0","64.0","16.46","3.84","0.00","Cross channel competition","Video Service Corp",,,"7.5","5.4","0.7","0.17","5.42","0.58","7.1","0.18","OFFICIAL",,"Data could not be retrieved","2013-07-09","[""Carrie Brownstein Fred Armisen""]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","region_free","Data could not be retrieved","[""Various""]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","[""Multiple Formats"",""Color"",""NTSC""]","Comedy/Television","Data could not be retrieved","false","Data could not be retrieved","Data could not be retrieved","Video Service Corp","[{""languageName"":""english"",""type"":""Published""},{""languageName"":""english"",""type"":""Original Language""},{""languageName"":""english"",""type"":""Unknown""}]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","1","1","2","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","2013-07-09","Video Service Corp","{""value"":242,""unitType"":""minutes""}","Data could not be retrieved","Video Service Corp","2013-07-09","https://m.media-amazon.com/images/I/51gfVXvouxL._SL500_.jpg"
"24543006329","true","1.0","US","Could not identify the product from a valid resource","Wall Street (DVD, 2006, Widescreen) B2G1FREE","Wall Street (DVD, 2006, Widescreen) B2G1FREE. Condition is ""Brand New"". Shipped with USPS Media Mail.","[24543006329;024543006329]","[0024543006329]",,,"false","false","false","false","true","ID","B00008G8LV","USPS","7.22","112.11","10","14.26","14.43",,,,,,"No","true","https://www.amazon.com/dp/B00008G8LV","LOW","13.0","Dvd","120178","Dvd","120178","13","13.0","1.84","2.15","3.94","0.00",,"true","ID","313346281881","USPS","7.22","0.0","0","8.72","jala_7919","https://www.ebay.com/itm/Wall-Street-DVD-2006-Widescreen-B2G1FREE-/313346281881","LOW","-25.0","-25.0","-2.20","0.00","0.64","0.00",,"true","ID","1617737","USPS","7.22","18.24","2","10.26",,,"https://www.walmart.com/ip/1617737","LOW","-15.0","-15.0","-1.55","1.54","0.00",,,,,,,,,"6.0","3.0","12.0","1.00","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/-NYAAOSwqlZf2nMw/$_12.JPG?set_id=880000500F"
"627735114316","false","1.0","US","Could not identify the product from a valid resource",,,,,,,"false",,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"627735112770","false","1.0","US","Could not identify the product from a valid resource",,,,,,,"false",,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"883929414864","true","1.0","US","Could not identify the product from a valid resource","Nikita: Season 4 [Blu-ray + Digital Copy]","Nikita: Season 4 [Blu-ray + Digital Copy]","[883929414864]","[0883929414864]","B00INTGAOK",,"false",,"false",,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","keywords","185512628780","USPS","3.37","0.0","0","25.68",,"https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=185512628780","UNAVAILABLE","66.0","66.0","16.91","2.31","1.13","0.00","Listing identified using keywords","false",,,,,,,,,,,,,,,,,,,,,,,,,"5.42","0.58","7.1","0.18","OFFICIAL",,"Data could not be retrieved","2014-05-20","[""Maggie Q"",""Shane West"",""Lyndsy Fonseca"",""Aaron Stanford"",""Noah Bean"",""Devon Sawa"",""Melinda Clarke""]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","region_a","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","ORIGINAL","Data could not be retrieved","[""NTSC""]","Action & Adventure","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Warner Bros. Home Video","[{""languageName"":""english"",""type"":""Original Language""}]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","1","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Warner Bros. Home Video","{""value"":264,""unitType"":""minutes""}","Data could not be retrieved","Warner Bros. Home Video","Data could not be retrieved","https://m.media-amazon.com/images/I/514MCtRwmML.jpg"
"771171138617","true","1.0","US","AIDBSOL02001","WowWee Untamed Dragon – Wildfire (Red) (3861)","WowWee Untamed Dragon – Wildfire (Red) (3861)","[771171138617]","[0771171138617]","B07HJLS7R3",,"false","false","false","false","true","ID","B07HJLS7R3","USPS","4.34","0.0","0",,,,,,,,,,"https://www.amazon.com/dp/B07HJLS7R3?th=1&psc=1","LOW",,"Toy","296984","Fantastic Creatures","129",,,,,,,"Out of Stock listing","true","keywords","185354500840","USPS","4.34","0.0","0","33.36",,"https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=185354500840","LOW","67.0","67.0","22.43","3.01","1.35","0.00","Listing price includes shipping ; Listing identified using keywords","true","ID","744238847","USPS","4.34","0.0","0","19.07",,,"https://www.walmart.com/ip/744238847","LOW","50.0","50.0","9.62","2.86","0.00",,"WowWee","3861","Red","2.31","5.9","4.0","0.22","5.87","2.72","8.7","0.51","OFFICIAL",,"3861","2019-03-01","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","false","Data could not be retrieved","Data could not be retrieved","WowWee","Data could not be retrieved","{""value"":180.0,""unitType"":""months""}","{""value"":60.0,""unitType"":""months""}","[""Plastic""]","Data could not be retrieved","1","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","WowWee","Data could not be retrieved","Data could not be retrieved","WowWee","Data could not be retrieved","https://m.media-amazon.com/images/I/41afyjyZACL.jpg"
"2454328384","false","1.0","US","Could not identify the product from a valid resource",,,,,,,"false",,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"786936793406","false","1.0","US","Could not identify the product from a valid resource",,,,,,,"false",,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"883929158904","true","1.0","US","AID693VOC001","Nip/Tuck S2 Comp (Ws)","Nip/Tuck S2 Comp (Ws)","[883929158904]","[0883929158904]","B00412MU9C",,"false","false","false",,"true","ID","B00412MU9C","USPS","3.37",,,"78.83","78.83","A1Y7UQCF513XCR","LostInWa Inc.","69.37","false","true","No","false","https://www.amazon.com/dp/B00412MU9C","UNAVAILABLE","68.0","Movies",,,,"1","68.0","53.64","19.86","3.94","0.00","Listing price includes shipping","true","keywords","325254160906","USPS","3.37","0.0","0","84.28",,"https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=325254160906","UNAVAILABLE","81.0","81.0","68.54","7.58","2.83","0.00","Listing price includes shipping ; Listing identified using keywords","false",,,,,,,,,,,,,,,,,,,,,,,,,"5.42","0.58","7.1","0.18","OFFICIAL",,"Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","PG (Parental Guidance Suggested)","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","WAR","[{""languageName"":""french"",""type"":""Original Language""},{""languageName"":""english"",""type"":""Unknown""}]","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","Data could not be retrieved","WAR","Data could not be retrieved","Data could not be retrieved","WAR","Data could not be retrieved","https://m.media-amazon.com/images/I/51SW7ych7QL.jpg"
